partida_id,temporada,serie,rodada,clube,clube_slug,cartao,atleta,atleta_slug,num_camisa,minuto_nominal,acrescimo,minuto_continuo,periodo,motivo_completo,categoria_infracao,tipo_cartao_detalhe
207,2024,B,21,Brusque,brusque,Amarelo,Paulo Roberto Moccelin,paulo_roberto_moccelin,94,39,0,39,1T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário de maneira temerária na disputa da bola.,falta_temeraria,
207,2024,B,21,Brusque,brusque,Amarelo,Jhemerson Guimaraes Gaigher,jhemerson_guimaraes_gaigher,8,44,0,44,1T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por reclamar acintosamente contra as decisões da arbitragem.,reclamacao,
207,2024,B,21,Coritiba S.a.f.,coritiba_s_a_f,Amarelo,Lucas Figueiredo dos Santos,lucas_figueiredo_dos_santos,22,5,0,50,2T,A3.  Retardar o reinício do jogo  - Por retardar o  reinicio do jogo.,cera_retardar,
207,2024,B,21,Brusque,brusque,Amarelo,Alex Ruan Vasconcelos Ferreira,alex_ruan_vasconcelos_ferreira,66,6,0,51,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário de maneira temerária na disputa da bola.,falta_temeraria,
207,2024,B,21,Coritiba S.a.f.,coritiba_s_a_f,Amarelo,Lucas Ronier Vieira Pires,lucas_ronier_vieira_pires,98,12,0,57,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário de maneira temerária na disputa da bola.,falta_temeraria,
207,2024,B,21,Coritiba S.a.f.,coritiba_s_a_f,Amarelo,Sebastian Gomez Londono,sebastian_gomez_londono,19,90,4,94,2T,A3.  Retardar o reinício do jogo  - Por retardar o reinicio do jogo.,cera_retardar,
207,2024,B,21,Coritiba S.a.f.,coritiba_s_a_f,Amarelo,Marcelo da Conceiçao Benevenuto Malaquias,marcelo_da_conceicao_benevenuto_malaquias,4,90,7,97,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário de maneira temerária na disputa da bola.,falta_temeraria,
208,2024,B,21,Ituano,ituano,Amarelo,Guilherme Mariano Barbosa,guilherme_mariano_barbosa,4,28,0,28,1T,"A3.4.  Retardar excessivamente a execução de um arremesso lateral ou tiro livre - Retardar o reinicio de jogo, na cobrança de um tiro livre direto.",cera_retardar,
208,2024,B,21,Ituano,ituano,Amarelo,João Vitor Xavier de Almeida,joao_vitor_xavier_de_almeida,18,42,0,87,2T,"A3.4.  Retardar excessivamente a execução de um arremesso lateral ou tiro livre - Retardar o reinicio de jogo, na cobrança de um tiro livro de direto.",cera_retardar,
209,2024,B,21,Crb,crb,Amarelo,Matheus Antunes Ribeiro,matheus_antunes_ribeiro,2,37,0,37,1T,A1.4.  Segurar um adversário por motivo tático para afastá-lo da bola - Segurar um adversário por motivo tático. para afasta-lo da bola.,outro,
209,2024,B,21,Amazonas Fc,amazonas_fc,Amarelo,Cauan Lucas Barros da Luz,cauan_lucas_barros_da_luz,18,41,0,41,1T,A1.4.  Segurar um adversário por motivo tático para afastá-lo da bola - Segurar um adversário por motivo tático. para afasta-lo da bola.,outro,
209,2024,B,21,Crb,crb,Amarelo,Darlisson Pereira da Silva,darlisson_pereira_da_silva,34,44,0,44,1T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por cometer uma falta temerária.,falta_temeraria,
209,2024,B,21,Crb,crb,Amarelo,Joao Pedro Mendes Santos,joao_pedro_mendes_santos,33,45,2,47,1T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por cometer uma falta temerária.,falta_temeraria,
209,2024,B,21,Amazonas Fc,amazonas_fc,Amarelo,Luan Santos Silva,luan_santos_silva,9,12,0,57,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por cometer uma falta temerária.,falta_temeraria,
209,2024,B,21,Crb,crb,Amarelo,Rafael Bilu Mudesto,rafael_bilu_mudesto,10,39,0,84,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por cometer uma falta temerária.,falta_temeraria,
209,2024,B,21,Amazonas Fc,amazonas_fc,Amarelo,Rafael Aparecido de Paulo Tavares,rafael_aparecido_de_paulo_tavares,10,90,2,92,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por cometer uma falta temerária.,falta_temeraria,
210,2024,B,21,Mirassol,mirassol,Amarelo,Lucas Ramon Batista Silva,lucas_ramon_batista_silva,19,41,0,41,1T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Calcar o adversario impedindo um ataque promissor.,outro,
210,2024,B,21,Ceará,ceara,Amarelo,Matheus Bahia Santos,matheus_bahia_santos,79,45,3,48,1T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Calcar o adversario impedindo um ataque promissor.,outro,
210,2024,B,21,Mirassol,mirassol,Amarelo,Fernando Jose Marques Maciel,fernando_jose_marques_maciel,7,45,6,51,1T,A1.24.  Outro motivo - Por iniciar um pricipio de conflito ao empurrar seu adversário.,outro,
210,2024,B,21,Ceará,ceara,Amarelo,Matheus Felipe Santos Nascimento,matheus_felipe_santos_nascimento,42,45,6,51,1T,A1.24.  Outro motivo - Por iniciar um principio de conflito com o adversário.,outro,
210,2024,B,21,Mirassol,mirassol,Amarelo,Alex Roberto Santana Rafael,alex_roberto_santana_rafael,23,34,0,79,2T,A3.  Retardar o reinício do jogo  - Por retardar a reposiçao do tiro de meta.,cera_retardar,
210,2024,B,21,Ceará,ceara,Vermelho,Matheus Felipe Santos Nascimento,matheus_felipe_santos_nascimento,42,44,0,89,2T,"A1.1.  Dar ou tentar dar um pontapé (chute\ temerária no peito do seu adversário, que nao necessitou de atendimento medico e o referido jogador saiu de campo normalmente. Confederação Brasileira de Futebol Publicação da Súmula: 27/08/2024 14:10 Emissão desta via: 27/08/2024 14:10 Página 2/3",falta_temeraria,2º Cartão Amarelo
211,2024,B,22,Brusque,brusque,Amarelo,Alex Ruan Vasconcelos Ferreira,alex_ruan_vasconcelos_ferreira,66,23,0,23,1T,"A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário, de maneira temerária, na disputa da bola.",falta_temeraria,
211,2024,B,22,Brusque,brusque,Amarelo,Ianson Acosta Soares,ianson_acosta_soares,3,33,0,33,1T,"A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por puxar pelo ombro seu adversário, dentro da área penal, impedindo um ataque promissor.",outro,
211,2024,B,22,Goiás,goias,Amarelo,Douglas da Silva Teixeira,douglas_da_silva_teixeira,36,24,0,69,2T,"A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário, de forma temerária, na disputa da bola.",falta_temeraria,
211,2024,B,22,Goiás,goias,Amarelo,Rafael Gustavo Meneghel Gava,rafael_gustavo_meneghel_gava,8,40,0,85,2T,A2.1.  Reclamar / protestar (verbalmente ou por gestos\ protestar contra as decisões da arbitragem com palavras e gestos de maneira acintosa.,reclamacao,
211,2024,B,22,Brusque,brusque,Amarelo,Cristovam Roberto Ribeiro da Silva,cristovam_roberto_ribeiro_da_silva,22,40,0,85,2T,A2.1.  Reclamar / protestar (verbalmente ou por gestos\ protestar contra as decisões da arbitragem com palavras e gestos de maneira acintosa.,reclamacao,
211,2024,B,22,Goiás,goias,Amarelo,Paulo Henrique Silva Ribeiro,paulo_henrique_silva_ribeiro,7,41,0,86,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por impedir um ataque promissor na disputa da bola.,falta_temeraria,
211,2024,B,22,Brusque,brusque,Vermelho,Cristovam Roberto Ribeiro da Silva,cristovam_roberto_ribeiro_da_silva,22,45,0,90,2T,"A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Expulsei por segundo cartão amarelo o sr. cristovam roberto ribeiro da silva, nº 22 da equipe visitante, por atingir seu adversário, de forma temerária, fora da disputa da bola. por fim, informo que antes de o atleta expulso se retirar do campo de jogo ofereceu certa resistência, protestando contra a equipe de arbitragem. Confederação Brasileira de Futebol Publicação da Súmula: 28/08/2024 12:52 Emissão desta via: 28/08/2024 12:52 Página 2/3",falta_temeraria,2º Cartão Amarelo
212,2024,B,22,Santos,santos,Amarelo,Joao Pedro Chermont Crema,joao_pedro_chermont_crema,44,43,0,43,1T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário de forma temerária.,falta_temeraria,
212,2024,B,22,Santos,santos,Amarelo,Gonzalo Daniel Escobar,gonzalo_daniel_escobar,31,23,0,68,2T,A8.4.  Tirar a camisa por cima de sua cabeça ou cobri-la com a camisa - Por retirar a camisa na comemoração de gol.,conduta_antidesportiva,
212,2024,B,22,Santos,santos,Amarelo,Hayner Willian Monjardim Cordeiro,hayner_willian_monjardim_cordeiro,3,35,0,80,2T,A3.  Retardar o reinício do jogo  - Por retardar o reinício de jogo.,cera_retardar,
212,2024,B,22,Santos,santos,Amarelo,Pedro Gabriel Pereira Lopes,pedro_gabriel_pereira_lopes,7,39,0,84,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada em seu adversário de maneira temerária.,falta_temeraria,
213,2024,B,22,Mirassol,mirassol,Amarelo,Antonio Francisco Moura Neto,antonio_francisco_moura_neto,25,10,0,10,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada temerária em seu adversário na disputa da bola.,falta_temeraria,
213,2024,B,22,Botafogo,botafogo,Amarelo,Lucas Vinicius Dias Costa,lucas_vinicius_dias_costa,2,22,0,22,1T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por discordar de maneira acintosa contra as decisões da arbitragem.,reclamacao,
213,2024,B,22,Botafogo,botafogo,Amarelo,Matheus Barbosa Teixeira,matheus_barbosa_teixeira,8,5,0,50,2T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por discordar de maneira acintosa contra as decisões da arbitragem.,reclamacao,
213,2024,B,22,Mirassol,mirassol,Amarelo,Daniel de Oliveira Sertanejo,daniel_de_oliveira_sertanejo,8,18,0,63,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário de maneira temerária na disputa da bola.,falta_temeraria,
213,2024,B,22,Mirassol,mirassol,Vermelho,Fernando Jose Marques Maciel,fernando_jose_marques_maciel,7,28,0,73,2T,"V1.  For culpado de jogo brusco grave  - Informo que aos 28 minutos do segundo tempo, expulsei com apresentação do cartão vermelho direto, o atleta de número 07, da equipe do mirassol futebol clube, o senhor fernando josé marques maciel. por jogo brusco grave , atingindo com as travas da chuteira na disputa da bola o rosto do seu adversário, de número 09, da equipe do  botafogo futebol s.a, o senhor, alexandre de jesus jeruzalem júnior. o jogador atingido  precisou de atendimento médico e permaneceu no jogo, e o atleta expulsou deixou o campo de jogo sem relutar. Confederação Brasileira de Futebol Publicação da Súmula: 28/08/2024 12:47 Emissão desta via: 28/08/2024 12:47 Página 2/3",falta_temeraria,Cartão Vermelho Direto
213,2024,B,22,Botafogo,botafogo,Amarelo,Matheus de Mello Costa,matheus_de_mello_costa,4,42,0,87,2T,A3.  Retardar o reinício do jogo  - Por retardar o reinício do jogo.,cera_retardar,
213,2024,B,22,Botafogo,botafogo,Amarelo,Douglas Baggio de Oliveira Costa,douglas_baggio_de_oliveira_costa,10,90,2,92,2T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por discordar de maneira acintosa contra as decisões da arbitragem.,reclamacao,
213,2024,B,22,Mirassol,mirassol,Amarelo,Luiz Otavio da Silva Santos,luiz_otavio_da_silva_santos,4,90,4,94,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por fazer uma falta tática impedindo um ataque promissor.,outro,
214,2024,B,22,Ituano,ituano,Amarelo,Jose Aldo Soares de Oliveira Filho,jose_aldo_soares_de_oliveira_filho,10,26,0,26,1T,A1.4.  Segurar um adversário por motivo tático para afastá-lo da bola - Por segurar um adversário impedindo um ataque promissor.,outro,
214,2024,B,22,Ituano,ituano,Amarelo,Luiz Gustavo Tavares Conde,luiz_gustavo_tavares_conde,3,32,0,32,1T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por dar um calço em um adversário de maneira temerária na disputa de bola.,falta_temeraria,
214,2024,B,22,Gremio Novorizontino - Saf,gremio_novorizontino_saf,Amarelo,Wagner da Silva Souza,wagner_da_silva_souza,30,45,1,46,1T,A1.11.  Golpear um adversário de maneira temerária na disputa da bola - Por golpear com o uso do braço um adversário de maneira temerária na disputa de bola.,falta_temeraria,
214,2024,B,22,Gremio Novorizontino - Saf,gremio_novorizontino_saf,Amarelo,Eduardo Marcelo Rodrigues Nunes,eduardo_marcelo_rodrigues_nunes,15,4,0,49,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por dar um calço em um adversário de maneira temerária na disputa de bola.,falta_temeraria,
214,2024,B,22,Ituano,ituano,Amarelo,Alberto Valentim do Carmo Neto,alberto_valentim_do_carmo_neto,TC,6,0,51,2T,A2.1.  Reclamar / protestar (verbalmente ou por gestos\ reclamar de forma acintosa as decisões da arbitragem.,reclamacao,
214,2024,B,22,Ituano,ituano,Amarelo,Guilherme Mariano Barbosa,guilherme_mariano_barbosa,4,9,0,54,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada contra um adversário de maneira temerária na disputa de bola.,falta_temeraria,
214,2024,B,22,Gremio Novorizontino - Saf,gremio_novorizontino_saf,Amarelo,Lucca Borges de Brito,lucca_borges_de_brito,11,24,0,69,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por dar um calço em um adversário de maneira temerária na disputa de bola.,falta_temeraria,
216,2024,B,22,Avaí,avai,Amarelo,Enderson Alves Moreira,enderson_alves_moreira,TC,3,0,3,1T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Desaprovar com palavras e gestos as decisões da arbitragem.,reclamacao,
216,2024,B,22,Paysandu,paysandu,Amarelo,Leandro Vilela Sales Teixeira,leandro_vilela_sales_teixeira,28,5,0,5,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada de forma temerária em seu adversário na disputa da bola.,falta_temeraria,
216,2024,B,22,Avaí,avai,Amarelo,Willian Marlon Ferreira Moraes,willian_marlon_ferreira_moraes,6,20,0,20,1T,A1.4.  Segurar um adversário por motivo tático para afastá-lo da bola - Por puxar o seu adversário na disputa da bola impedindo um ataque promissor.,falta_temeraria,
216,2024,B,22,Paysandu,paysandu,Amarelo,Matheus Trindade Gonçalves,matheus_trindade_goncalves,38,21,0,21,1T,A1.11.  Golpear um adversário de maneira temerária na disputa da bola - Por golpear seu adversário de forma temerária na disputa da bola.,falta_temeraria,
216,2024,B,22,Avaí,avai,Amarelo,Mario Sergio Valerio,mario_sergio_valerio,33,36,0,36,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada temerária em seu adversário na disputa da bola.,falta_temeraria,
217,2024,B,22,Crb,crb,Amarelo,Geirton Marques Aires,geirton_marques_aires,8,16,0,61,2T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Protestar contra as decisões da arbitragem.,reclamacao,
218,2024,B,22,Operário,operario,Amarelo,Vinicius Alessandro Mingotti,vinicius_alessandro_mingotti,9,16,0,16,1T,"A3.  Retardar o reinício do jogo  - Por retardar o reinicio do jogo, chutando a bola para longe.",cera_retardar,
218,2024,B,22,Operário,operario,Amarelo,Vinicius Diniz Dall Antonia,vinicius_diniz_dall_antonia,8,38,0,38,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra seu adversário de forma temerária na disputa de bola.,falta_temeraria,
218,2024,B,22,Vila Nova,vila_nova,Amarelo,Cristiano Claudinei Nogueira,cristiano_claudinei_nogueira,5,1,0,46,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um adversário de maneira temerária na disputa de bola.,falta_temeraria,
218,2024,B,22,Operário,operario,Amarelo,Bruno Aparecido Reis Ezequiel,bruno_aparecido_reis_ezequiel,5,2,0,47,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra seu adversário de forma temerária na disputa de bola.,falta_temeraria,
218,2024,B,22,Operário,operario,Amarelo,Gabriel Boschilia,gabriel_boschilia,16,33,0,78,2T,A1.24.  Outro motivo - Por atitude antidesportiva ao empurrar seu adversário com o jogo paralisado.,conduta_antidesportiva,
218,2024,B,22,Vila Nova,vila_nova,Amarelo,Emerson Lima Freitas,emerson_lima_freitas,7,33,0,78,2T,"A3.  Retardar o reinício do jogo  - Por retardar o reinicio do jogo, ficando em frente a bola impedindo a cobrança do adversário.",cera_retardar,
219,2024,B,22,Ponte Preta,ponte_preta,Amarelo,Igor Inocencio de Oliveira,igor_inocencio_de_oliveira,2,6,0,6,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um adversário de maneira temerária na disputa da bola.,falta_temeraria,
219,2024,B,22,Amazonas Fc,amazonas_fc,Amarelo,Alexis Ivan Alvarino,alexis_ivan_alvarino,14,16,0,16,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um adversário de maneira temerária na disputa da bola.,falta_temeraria,
219,2024,B,22,Ponte Preta,ponte_preta,Amarelo,Mateus Ferreira da Silva,mateus_ferreira_da_silva,4,24,0,24,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um adversário de maneira temerária na disputa da bola.,falta_temeraria,
219,2024,B,22,Ponte Preta,ponte_preta,Amarelo,Jeferson Marinho dos Santos,jeferson_marinho_dos_santos,9,45,0,45,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um adversário de maneira temerária na disputa da bola.,falta_temeraria,
219,2024,B,22,Amazonas Fc,amazonas_fc,Amarelo,Luiz Andre Moreira Santos,luiz_andre_moreira_santos,PF,16,0,61,2T,A1.14.  Atuar de maneira a mostrar desrespeito ao jogo - Mostrou desrespeito ao jogo.,outro,
219,2024,B,22,Amazonas Fc,amazonas_fc,Amarelo,Luan Santos Silva,luan_santos_silva,9,25,0,70,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um adversário de maneira temerária na disputa da bola.,falta_temeraria,
219,2024,B,22,Ponte Preta,ponte_preta,Amarelo,Guilherme Maciel Dantas,guilherme_maciel_dantas,70,45,0,90,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um adversário de maneira temerária na disputa da bola. PF - Preparador Físico,falta_temeraria,
220,2024,B,22,Sport,sport,Amarelo,Gustavo Coutinho Silva Lopes,gustavo_coutinho_silva_lopes,9,6,0,51,2T,A1.1.  Dar ou tentar dar um pontapé (chute\ na disputa de bola,outro,
220,2024,B,22,Sport,sport,Amarelo,Fabricio Dominguez Huertas,fabricio_dominguez_huertas,8,11,0,56,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Entrada temerária na disputa de bola,falta_temeraria,
220,2024,B,22,Coritiba S.a.f.,coritiba_s_a_f,Amarelo,Gabriel Christoni Leite,gabriel_christoni_leite,87,16,0,61,2T,A1.24.  Outro motivo - Invadir o campo de jogo para comemorar um gol,conduta_antidesportiva,
220,2024,B,22,Coritiba S.a.f.,coritiba_s_a_f,Amarelo,Bruno Ferreira Melo,bruno_ferreira_melo,26,35,0,80,2T,A1.11.  Golpear um adversário de maneira temerária na disputa da bola - Golpear de forma temerária,falta_temeraria,
220,2024,B,22,Sport,sport,Amarelo,Lucas Rafael Araujo Lima,lucas_rafael_araujo_lima,19,37,0,82,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Trancar seu adversário de forma temerária,falta_temeraria,
220,2024,B,22,Coritiba S.a.f.,coritiba_s_a_f,Amarelo,Robson dos Santos Fernandes,robson_dos_santos_fernandes,30,40,0,85,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Entrada temerária na disputa de bola,falta_temeraria,
220,2024,B,22,Sport,sport,Amarelo,Cristian Jonatan Ortiz,cristian_jonatan_ortiz,59,90,2,92,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Entrada de maneira temerária na disputa de bola,falta_temeraria,
221,2024,B,23,America Saf,america_saf,Amarelo,Eder Ferreira Graminho,eder_ferreira_graminho,33,4,0,49,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Cometer uma falta tática.,outro,
221,2024,B,23,Vila Nova,vila_nova,Amarelo,Arilson Carlos Alves Baptista,arilson_carlos_alves_baptista,18,4,0,49,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Cometer uma falta tática,outro,
221,2024,B,23,Vila Nova,vila_nova,Amarelo,Alex Silva Quiroga,alex_silva_quiroga,21,17,0,62,2T,A1.24.  Outro motivo - Por invadir o campo de jogo na comemoração de um gol.,outro,
221,2024,B,23,Vila Nova,vila_nova,Amarelo,Igor Henrique Martins Machado,igor_henrique_martins_machado,27,29,0,74,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por cometer uma falta temerária na disputa da bola.,falta_temeraria,
222,2024,B,23,Ponte Preta,ponte_preta,Amarelo,Mateus Ferreira da Silva,mateus_ferreira_da_silva,4,22,0,67,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por dar tranco em seu adversário impedindo um ataque promissor.,falta_temeraria,
222,2024,B,23,Operário,operario,Amarelo,Rodrigo Antonio Rodrigues,rodrigo_antonio_rodrigues,7,41,0,86,2T,"A5.  Não respeitar a distância regulamentar em um tiro de canto, tiro livre ou arremesso lateral - Por não respeitar a distância regulamentar no tiro livre.",outro,
222,2024,B,23,Ponte Preta,ponte_preta,Amarelo,Joao Gabriel Vasconcelos Pinto,joao_gabriel_vasconcelos_pinto,20,90,2,92,2T,"A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o seu adversário de maneira temerária, na disputa da bola.",falta_temeraria,
222,2024,B,23,Ponte Preta,ponte_preta,Amarelo,Jose Renato da Silva Junior,jose_renato_da_silva_junior,19,90,6,96,2T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por desaprovar com palavras e ações as decisões da arbitragem.,reclamacao,
223,2024,B,23,Botafogo,botafogo,Amarelo,Bernardo Schappo,bernardo_schappo,4,43,0,43,1T,A2.1.  Reclamar / protestar (verbalmente ou por gestos\ reclamar contra as decisões da arbitragem.,reclamacao,
223,2024,B,23,Guarani,guarani,Amarelo,Gabriel Bispo dos Santos,gabriel_bispo_dos_santos,33,13,0,58,2T,A3.  Retardar o reinício do jogo  - Por jogar à bola para longe do seu adversário com o jogo paralisado.,cera_retardar,
223,2024,B,23,Botafogo,botafogo,Amarelo,Ericson da Silva,ericson_da_silva,5,18,0,63,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada de maneira temerária em seu adversário na disputa da bola.,falta_temeraria,
223,2024,B,23,Guarani,guarani,Amarelo,Marcelo Antonio de Oliveira,marcelo_antonio_de_oliveira,7,33,0,78,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada temerária em seu adversário na disputa da bola.,falta_temeraria,
223,2024,B,23,Guarani,guarani,Amarelo,Luan Dias da Silva,luan_dias_da_silva,10,39,0,84,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada temerária em seu adversário na disputa da bola.,falta_temeraria,
223,2024,B,23,Guarani,guarani,Amarelo,Emerson Barbosa Rodrigues dos Santos,emerson_barbosa_rodrigues_dos_santos,6,90,3,93,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por fazer uma falta tática impedindo um ataque promissor.,outro,
224,2024,B,23,Goiás,goias,Amarelo,Jackson Diego Ibraim Fagundes,jackson_diego_ibraim_fagundes,20,14,0,59,2T,A1.24.  Outro motivo - Por atingir com o braço o rosto do seu adversário de forma temerária.,falta_temeraria,
224,2024,B,23,Goiás,goias,Amarelo,Nathan Melo Silva,nathan_melo_silva,70,25,0,70,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por impedir um ataque promissor.,outro,
225,2024,B,23,Amazonas Fc,amazonas_fc,Amarelo,Jorge Andres Roa Jimenez,jorge_andres_roa_jimenez,5,11,0,11,1T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por calçar o seu adversário impedindo um ataque promissor.,outro,
225,2024,B,23,Amazonas Fc,amazonas_fc,Amarelo,Luiz Ricardo Alves,luiz_ricardo_alves,99,15,0,15,1T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por reclamar contra as decisões da arbitragem.,reclamacao,
225,2024,B,23,Santos,santos,Amarelo,Giuliano Victor de Paula,giuliano_victor_de_paula,20,17,0,17,1T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por calçar o seu adversário impedindo um ataque promissor.,outro,
225,2024,B,23,Santos,santos,Amarelo,Sandry Roberto Santos Goes,sandry_roberto_santos_goes,23,41,0,41,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada de forma temerária contra o seu adversário na disputa da bola.,falta_temeraria,
225,2024,B,23,Santos,santos,Vermelho,Gonzalo Daniel Escobar,gonzalo_daniel_escobar,31,14,0,59,2T,"V1.  For culpado de jogo brusco grave  - Expulsei do campo de jogo de forma direta, o sr. gonzalo daniel escobar, número 31 da equipe do santos f. c., por jogo brusco grave, atingindo com as travas da chuteira a perna de seu adversário, o jogador sr. matheus bonadiman serafim, número 11 da equipe do amazonas f. c. com uso de força excessiva na disputa da bola. informo que o atleta atingido necessitou de atendimento médico e permaneceu na partida, e o jogador expulso deixou o campo de jogo normalmente. Confederação Brasileira de Futebol Publicação da Súmula: 28/08/2024 18:55 Emissão desta via: 28/08/2024 18:55 Página 2/3",falta_temeraria,Cartão Vermelho Direto
225,2024,B,23,Amazonas Fc,amazonas_fc,Amarelo,Matheus dos Santos Miranda,matheus_dos_santos_miranda,4,31,0,76,2T,A1.14.  Atuar de maneira a mostrar desrespeito ao jogo - Por segurar o seu adversário de forma acintosa mostrando desrespeito ao jogo.,outro,
225,2024,B,23,Amazonas Fc,amazonas_fc,Amarelo,Sidcley Ferreira Pereira,sidcley_ferreira_pereira,16,36,0,81,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada de forma temerária contra o seu adversário na disputa da bola.,falta_temeraria,
225,2024,B,23,Amazonas Fc,amazonas_fc,Amarelo,Cauan Lucas Barros da Luz,cauan_lucas_barros_da_luz,18,37,0,82,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada de forma temerária contra o seu adversário na disputa da bola.,falta_temeraria,
